feature,importance
bare_earth_dem,0.36210024121136336
incidence_angle,0.21901857755726417
unwrapped_phase,0.1358304442804305
wrapped_phase,0.10689844265665141
amplitude,0.09819808037586807
coherence,0.0779542139184225
