feature,importance
unwrapped_phase,0.06420159339904785
amplitude,0.03250834345817566
bare_earth_dem,0.032358523458242416
incidence_angle,0.026013752445578575
coherence,0.014940394088625908
wrapped_phase,0.012779218144714832
