feature,importance
bare_earth_dem,0.3434114056096735
incidence_angle,0.19836678152268875
vegetation_ht,0.15266492462981746
unwrapped_phase,0.10519056375368627
wrapped_phase,0.08479877166599796
amplitude,0.06503222910594299
coherence,0.05053532371219311
