feature,importance
unwrapped_phase,0.0710022822022438
elevation,0.058629415929317474
amplitude,0.0317375510931015
incidence_angle,0.027455991134047508
vegetation_ht,0.020036499947309494
coherence,0.012656895443797112
wrapped_phase,0.011849150992929935
