feature,importance
bare_earth_dem,0.053405001759529114
incidence_angle,0.04815395176410675
vegetation_ht,0.021449165418744087
unwrapped_phase,0.02051694318652153
amplitude,0.012425025925040245
coherence,0.00989711843430996
wrapped_phase,0.009612418711185455
