feature,importance
bare_earth_dem,0.042413871735334396
incidence_angle,0.04054275527596474
unwrapped_phase,0.02334476448595524
amplitude,0.01619403064250946
coherence,0.013314396142959595
wrapped_phase,0.012098177336156368
